Census_Tract,year,vax_status,flu_count,nsamples
53033022003,2019.230769,1,0,1
53033022003,2019.25,1,0,1
53033022003,2019.288462,1,0,1
53033022003,2019.307692,1,0,1
53033022003,2019.326923,0,0,1
53033022003,2019.326923,1,0,1
53033022003,2019.346154,0,0,1
53033022003,2019.365385,0,0,1
53033023201,2018.846154,1,0,1
53033023201,2018.884615,0,0,1
53033023201,2018.923077,0,1,1
53033023201,2018.923077,1,0,1
53033023201,2019.019231,0,1,1
53033023201,2019.019231,1,0,1
53033023201,2019.096154,0,1,1
53033023201,2019.096154,1,0,1
53033023201,2019.115385,1,1,1
53033023201,2019.153846,1,1,1
53033025200,2018.846154,1,0,1
53033025200,2018.865385,1,0,1
53033025200,2018.923077,0,0,1
53033025200,2018.923077,1,0,1
53033025200,2018.942308,0,0,1
53033025200,2018.961538,0,0,1
53033025200,2018.980769,0,0,1
53033025200,2018.980769,1,0,1
53033025200,2019,0,0,1
53033025200,2019,1,0,1
53033025200,2019.038462,0,0,3
53033025200,2019.038462,1,0,1
53033025200,2019.057692,0,2,2
53033025200,2019.057692,1,0,1
53033025200,2019.076923,0,1,2
53033025200,2019.096154,0,3,3
53033025200,2019.096154,1,0,1
53033025200,2019.115385,1,1,2
53033025200,2019.153846,0,0,1
53033025200,2019.153846,1,1,2
53033025200,2019.173077,1,0,1
53033025200,2019.211538,0,0,2
53033025200,2019.230769,1,0,1
53033025200,2019.25,1,0,1
53033025200,2019.269231,1,0,1
53033025200,2019.288462,0,0,2
53033025200,2019.288462,1,0,1
53033025200,2019.326923,1,0,1
53033025200,2019.346154,0,0,1
53033025200,2019.365385,1,0,1
53033026500,2018.865385,1,0,1
53033026500,2018.961538,0,0,1
53033026500,2018.980769,1,0,1
53033026500,2019.076923,0,1,1
53033026500,2019.115385,1,0,1
53033026500,2019.134615,1,0,2
53033026500,2019.173077,1,0,1
53033026500,2019.230769,1,0,2
53033026500,2019.269231,0,0,1
53033026500,2019.346154,1,0,1
53033026500,2019.365385,0,0,1
53033026500,2019.365385,1,0,2
53033027100,2018.923077,0,0,1
53033027100,2018.961538,1,0,1
53033027100,2019.038462,1,0,1
53033027100,2019.096154,0,1,2
53033027100,2019.134615,0,1,1
53033027100,2019.230769,1,0,1
53033027100,2019.269231,1,0,1
53033027100,2019.307692,0,0,1
53033027100,2019.307692,1,0,3
53033027100,2019.346154,1,0,1
53033027900,2018.903846,0,0,1
53033027900,2018.903846,1,0,1
53033027900,2018.942308,1,0,1
53033027900,2018.961538,1,0,2
53033027900,2018.980769,1,0,1
53033027900,2019,1,0,1
53033027900,2019.038462,1,0,2
53033027900,2019.057692,1,1,1
53033027900,2019.076923,0,1,1
53033027900,2019.096154,0,1,1
53033027900,2019.096154,1,0,1
53033027900,2019.115385,0,1,2
53033027900,2019.134615,0,0,1
53033027900,2019.134615,1,1,1
53033027900,2019.192308,1,0,2
53033027900,2019.211538,0,0,1
53033027900,2019.230769,0,0,1
53033027900,2019.230769,1,0,2
53033027900,2019.25,1,0,2
53033027900,2019.269231,0,0,1
53033027900,2019.288462,1,0,1
53033027900,2019.307692,1,0,1
53033027900,2019.326923,1,0,1
53033027900,2019.365385,1,0,1
53033028200,2018.903846,1,0,1
53033028200,2018.942308,1,0,1
53033028200,2019,1,0,1
53033028200,2019.019231,0,0,1
53033028200,2019.057692,0,1,1
53033028200,2019.096154,0,1,1
53033028200,2019.115385,0,1,1
53033028200,2019.115385,1,1,1
53033028200,2019.134615,0,0,1
53033028200,2019.153846,1,0,1
53033028200,2019.25,0,0,1
53033028200,2019.326923,0,0,1
53033028200,2019.365385,0,0,1
53033028200,2019.384615,0,0,1
53033029502,2018.846154,1,0,1
53033029502,2018.865385,1,0,1
53033029502,2018.884615,1,0,1
53033029502,2018.903846,1,0,1
53033029502,2018.923077,1,0,2
53033029502,2018.942308,0,0,1
53033029502,2018.942308,1,0,1
53033029502,2018.961538,1,0,1
53033029502,2018.980769,1,0,1
53033029502,2019.019231,0,0,1
53033029502,2019.038462,0,0,1
53033029502,2019.076923,1,0,1
53033029502,2019.096154,0,1,1
53033029502,2019.096154,1,0,1
53033029502,2019.115385,0,1,1
53033029502,2019.115385,1,0,1
53033029502,2019.134615,0,1,1
53033029502,2019.134615,1,2,3
53033029502,2019.173077,0,1,1
53033029502,2019.173077,1,0,1
53033029502,2019.192308,0,0,1
53033029502,2019.211538,0,0,1
53033029502,2019.230769,1,0,2
53033029502,2019.25,0,0,2
53033029502,2019.288462,1,0,2
53033029502,2019.346154,1,0,1
53033029502,2019.384615,0,0,1
53033030006,2018.846154,1,0,1
53033030006,2018.961538,1,0,1
53033030006,2018.980769,1,0,1
53033030006,2019,0,0,1
53033030006,2019.096154,0,1,1
53033030006,2019.115385,1,1,1
53033030006,2019.134615,1,0,1
53033030006,2019.153846,0,1,1
53033030006,2019.230769,0,0,1
53033030006,2019.25,0,0,1
53033030006,2019.269231,1,0,1
53033030006,2019.384615,0,0,1
53033031705,2018.846154,0,0,1
53033031705,2019.019231,0,0,2
53033031705,2019.057692,1,0,1
53033031705,2019.076923,0,0,1
53033031705,2019.096154,0,1,1
53033031705,2019.115385,0,1,1
53033031705,2019.153846,0,1,3
53033031705,2019.173077,1,0,1
53033031705,2019.211538,1,0,1
53033031705,2019.230769,1,0,1
53033031705,2019.269231,1,0,2
53033031705,2019.326923,0,0,1
53033031705,2019.326923,1,0,2
53033031705,2019.365385,0,0,1
53033031705,2019.384615,0,0,1
53033031705,2019.384615,1,0,1
53033032212,2018.846154,0,0,1
53033032212,2018.846154,1,0,3
53033032212,2018.884615,0,0,1
53033032212,2018.903846,0,0,1
53033032212,2018.942308,0,0,1
53033032212,2018.961538,0,0,1
53033032212,2018.980769,0,0,1
53033032212,2019.019231,0,1,1
53033032212,2019.096154,0,3,3
53033032212,2019.096154,1,1,2
53033032212,2019.115385,0,1,1
53033032212,2019.115385,1,1,2
53033032212,2019.134615,0,1,1
53033032212,2019.153846,0,0,1
53033032212,2019.192308,1,0,1
53033032212,2019.211538,0,1,1
53033032212,2019.230769,1,0,1
53033032212,2019.269231,1,0,3
53033032212,2019.326923,0,0,1
53033032212,2019.326923,1,0,2
53033032212,2019.365385,0,0,1
53033032212,2019.384615,1,0,1
53033032324,2018.865385,1,0,2
53033032324,2018.903846,0,0,1
53033032324,2018.942308,1,0,2
53033032324,2019,1,0,1
53033032324,2019.019231,1,0,1
53033032324,2019.057692,0,0,1
53033032324,2019.076923,1,1,1
53033032324,2019.096154,0,2,2
53033032324,2019.096154,1,1,2
53033032324,2019.115385,0,1,2
53033032324,2019.115385,1,1,1
53033032324,2019.134615,1,0,2
53033032324,2019.173077,0,0,1
53033032324,2019.173077,1,0,1
53033032324,2019.230769,0,0,1
53033032324,2019.25,0,0,1
53033032324,2019.269231,1,0,1
53033032324,2019.288462,0,0,1
53033032324,2019.326923,1,0,1
53033032324,2019.365385,1,0,1
53033000100,2018.846154,1,0,2
53033000100,2018.961538,0,0,1
53033000100,2019,0,1,1
53033000100,2019.038462,0,2,2
53033000100,2019.076923,0,1,2
53033000100,2019.096154,0,1,2
53033000100,2019.173077,1,0,1
53033000100,2019.192308,0,0,2
53033000100,2019.230769,0,0,1
53033000100,2019.230769,1,0,1
53033000100,2019.25,1,0,1
53033000100,2019.269231,0,0,1
53033000100,2019.269231,1,0,1
53033000100,2019.288462,0,0,1
53033000100,2019.384615,0,0,1
53033000700,2018.884615,0,0,1
53033000700,2018.903846,0,0,3
53033000700,2018.961538,1,0,1
53033000700,2018.980769,0,1,1
53033000700,2018.980769,1,0,1
53033000700,2019.019231,0,1,1
53033000700,2019.019231,1,0,1
53033000700,2019.038462,1,1,1
53033000700,2019.115385,0,0,2
53033000700,2019.134615,0,0,1
53033000700,2019.153846,0,0,1
53033000700,2019.173077,1,0,1
53033000700,2019.230769,1,0,1
53033000700,2019.307692,1,0,2
53033000700,2019.346154,1,0,1
53033001300,2018.846154,0,0,1
53033001300,2018.903846,0,0,1
53033001300,2018.903846,1,0,1
53033001300,2018.942308,0,0,1
53033001300,2018.961538,0,1,1
53033001300,2018.980769,0,0,2
53033001300,2018.980769,1,1,1
53033001300,2019,0,1,1
53033001300,2019.019231,1,0,1
53033001300,2019.038462,0,0,1
53033001300,2019.057692,1,1,1
53033001300,2019.153846,0,0,1
53033001300,2019.173077,0,0,1
53033001300,2019.230769,1,0,1
53033001300,2019.288462,1,0,1
53033002100,2018.846154,1,0,1
53033002100,2018.865385,0,0,1
53033002100,2018.865385,1,0,1
53033002100,2018.884615,0,0,1
53033002100,2018.884615,1,0,1
53033002100,2018.903846,1,0,1
53033002100,2018.923077,0,1,2
53033002100,2018.961538,0,2,2
53033002100,2018.980769,0,1,1
53033002100,2018.980769,1,1,1
53033002100,2019,0,2,3
53033002100,2019,1,0,3
53033002100,2019.019231,0,1,1
53033002100,2019.038462,1,0,1
53033002100,2019.057692,0,1,1
53033002100,2019.057692,1,0,1
53033002100,2019.076923,1,0,1
53033002100,2019.096154,0,0,1
53033002100,2019.115385,1,0,1
53033002100,2019.173077,0,0,1
53033002100,2019.25,1,0,3
53033002100,2019.288462,0,0,1
53033002100,2019.288462,1,0,1
53033002100,2019.307692,1,0,1
53033002100,2019.326923,1,0,1
53033002100,2019.346154,0,0,1
53033002100,2019.365385,0,0,1
53033002100,2019.365385,1,0,1
53033003000,2018.846154,0,0,1
53033003000,2018.846154,1,0,2
53033003000,2018.865385,0,0,1
53033003000,2018.884615,0,0,1
53033003000,2018.903846,0,0,1
53033003000,2018.923077,0,0,1
53033003000,2018.942308,1,0,2
53033003000,2018.961538,1,0,1
53033003000,2018.980769,0,2,2
53033003000,2018.980769,1,1,2
53033003000,2019,0,1,1
53033003000,2019.019231,0,3,3
53033003000,2019.019231,1,1,1
53033003000,2019.038462,0,4,4
53033003000,2019.057692,0,2,2
53033003000,2019.134615,0,0,1
53033003000,2019.153846,0,0,1
53033003000,2019.173077,1,0,1
53033003000,2019.192308,0,0,1
53033003000,2019.192308,1,0,1
53033003000,2019.211538,0,0,1
53033003000,2019.211538,1,0,2
53033003000,2019.230769,1,0,1
53033003000,2019.25,0,0,1
53033003000,2019.269231,1,0,1
53033003000,2019.288462,1,0,1
53033003000,2019.326923,1,0,1
53033003000,2019.346154,0,0,1
53033003000,2019.384615,0,0,1
53033003000,2019.384615,1,0,1
53033003300,2018.865385,1,0,1
53033003300,2018.884615,0,0,1
53033003300,2018.884615,1,0,1
53033003300,2018.923077,0,0,1
53033003300,2018.942308,0,0,1
53033003300,2018.942308,1,0,2
53033003300,2018.961538,0,0,2
53033003300,2018.980769,0,3,3
53033003300,2019,0,1,1
53033003300,2019,1,1,1
53033003300,2019.019231,0,2,2
53033003300,2019.038462,0,1,1
53033003300,2019.057692,1,0,1
53033003300,2019.076923,0,1,1
53033003300,2019.096154,0,0,1
53033003300,2019.096154,1,0,2
53033003300,2019.115385,1,0,1
53033003300,2019.134615,1,0,1
53033003300,2019.173077,1,0,1
53033003300,2019.230769,1,0,1
53033003300,2019.25,1,0,2
53033003300,2019.269231,0,0,1
53033003300,2019.269231,1,0,1
53033003300,2019.288462,1,0,1
53033003300,2019.307692,0,0,1
53033003300,2019.307692,1,0,1
53033003300,2019.346154,0,0,1
53033003300,2019.346154,1,0,1
53033006100,2018.903846,1,0,1
53033006100,2018.942308,0,0,1
53033006100,2018.942308,1,0,1
53033006100,2018.980769,0,0,1
53033006100,2019.038462,1,1,1
53033006100,2019.057692,1,1,1
53033006100,2019.076923,1,0,1
53033006100,2019.173077,0,0,1
53033006100,2019.173077,1,0,1
53033006100,2019.211538,1,0,1
53033006100,2019.230769,0,0,1
53033006100,2019.269231,0,0,2
53033006100,2019.307692,1,0,2
53033006100,2019.346154,1,0,2
53033006100,2019.365385,0,0,1
53033006100,2019.384615,1,0,1
53033006900,2018.865385,0,0,1
53033006900,2018.903846,0,0,1
53033006900,2018.942308,0,1,1
53033006900,2018.980769,0,1,1
53033006900,2019,0,2,2
53033006900,2019.019231,0,1,1
53033006900,2019.038462,0,1,2
53033006900,2019.057692,0,0,1
53033006900,2019.057692,1,0,1
53033006900,2019.096154,0,0,1
53033006900,2019.115385,0,0,1
53033006900,2019.134615,1,0,1
53033006900,2019.25,1,0,3
53033006900,2019.288462,0,0,3
53033006900,2019.326923,0,0,2
53033006900,2019.346154,1,0,1
53033006900,2019.365385,1,0,2
53033006900,2019.384615,1,0,2
53033007600,2019,0,0,1
53033007600,2019.019231,0,2,3
53033007600,2019.076923,0,0,1
53033007600,2019.153846,0,0,1
53033007600,2019.173077,0,0,1
53033007600,2019.307692,1,0,1
53033007600,2019.346154,0,0,1
53033007600,2019.384615,0,0,1
53033010300,2018.865385,0,0,1
53033010300,2018.884615,0,0,1
53033010300,2018.884615,1,0,2
53033010300,2018.961538,0,0,1
53033010300,2018.961538,1,1,3
53033010300,2018.980769,0,2,2
53033010300,2018.980769,1,1,1
53033010300,2019,0,1,3
53033010300,2019.019231,0,3,4
53033010300,2019.076923,0,1,1
53033010300,2019.115385,0,0,1
53033010300,2019.115385,1,0,1
53033010300,2019.134615,1,0,2
53033010300,2019.153846,0,0,1
53033010300,2019.211538,0,0,1
53033010300,2019.211538,1,0,1
53033010300,2019.307692,0,0,1
53033010300,2019.307692,1,0,1
53033010300,2019.365385,1,0,1
53033010300,2019.384615,0,0,1
53033011401,2018.865385,0,0,1
53033011401,2018.884615,1,0,2
53033011401,2018.942308,1,0,1
53033011401,2018.980769,0,2,2
53033011401,2019.038462,0,1,1
53033011401,2019.134615,1,0,1
53033011401,2019.230769,0,0,1
53033011401,2019.269231,0,0,1
53033011401,2019.269231,1,0,1
53033011401,2019.288462,1,0,1
53033011401,2019.326923,1,0,1
53033011401,2019.365385,1,0,1
53033012000,2018.846154,0,0,1
53033012000,2018.942308,0,0,3
53033012000,2018.980769,0,1,1
53033012000,2019,0,2,3
53033012000,2019.019231,0,1,1
53033012000,2019.019231,1,2,3
53033012000,2019.038462,0,1,1
53033012000,2019.057692,0,0,1
53033012000,2019.057692,1,0,1
53033012000,2019.076923,0,1,2
53033012000,2019.153846,0,0,1
53033012000,2019.211538,0,0,2
53033012000,2019.25,0,0,1
53033012000,2019.288462,1,0,1
53033012000,2019.346154,1,0,1
53033020600,2018.884615,1,0,1
53033020600,2018.903846,0,0,1
53033020600,2018.903846,1,0,1
53033020600,2018.961538,0,0,1
53033020600,2018.961538,1,0,1
53033020600,2018.980769,0,4,4
53033020600,2019.019231,0,1,2
53033020600,2019.038462,0,2,2
53033020600,2019.038462,1,0,2
53033020600,2019.057692,1,0,1
53033020600,2019.115385,0,0,1
53033020600,2019.115385,1,0,2
53033020600,2019.134615,1,0,1
53033020600,2019.173077,1,0,1
53033020600,2019.211538,1,0,1
53033020600,2019.25,1,0,1
53033020600,2019.269231,1,0,1
53033020600,2019.288462,0,0,1
53033020600,2019.307692,0,0,1
53033020600,2019.384615,0,0,1
53033021100,2018.846154,1,0,1
53033021100,2018.865385,0,0,1
53033021100,2018.903846,0,0,1
53033021100,2018.923077,1,0,1
53033021100,2018.961538,0,1,1
53033021100,2018.980769,0,1,1
53033021100,2018.980769,1,0,1
53033021100,2019,1,1,1
53033021100,2019.038462,1,1,1
53033021100,2019.057692,0,0,1
53033021100,2019.076923,1,2,2
53033021100,2019.096154,1,0,1
53033021100,2019.115385,1,0,1
53033021100,2019.192308,1,0,1
53033021100,2019.211538,0,0,1
53033021100,2019.211538,1,0,1
53033021100,2019.230769,1,0,1
53033021100,2019.25,1,0,1
53033021100,2019.326923,1,0,1
53033021100,2019.346154,1,0,1
53033021100,2019.365385,1,0,1
53033021804,2018.846154,0,0,1
53033021804,2018.865385,1,0,1
53033021804,2018.903846,1,0,1
53033021804,2018.923077,1,0,1
53033021804,2018.980769,1,0,1
53033021804,2019,1,0,1
53033021804,2019.019231,0,0,1
53033021804,2019.057692,0,1,1
53033021804,2019.076923,0,0,1
53033021804,2019.076923,1,0,1
53033021804,2019.115385,0,1,1
53033021804,2019.115385,1,0,1
53033021804,2019.134615,0,1,1
53033021804,2019.173077,0,0,1
53033021804,2019.25,1,0,1
53033021804,2019.269231,0,0,1
53033021804,2019.384615,1,0,1
53033022005,2018.865385,0,0,1
53033022005,2018.884615,1,0,1
53033022005,2018.923077,0,2,2
53033022005,2019.076923,0,1,1
53033022005,2019.096154,1,0,1
53033022005,2019.115385,0,3,3
53033022005,2019.192308,1,0,1
53033022603,2018.846154,1,0,1
53033022603,2018.884615,1,0,1
53033022603,2018.903846,0,1,2
53033022603,2018.903846,1,0,1
53033022603,2018.923077,0,2,2
53033022603,2018.923077,1,0,1
53033022603,2018.942308,1,1,2
53033022603,2018.961538,1,0,1
53033022603,2019.038462,1,0,1
53033022603,2019.076923,0,0,1
53033022603,2019.076923,1,0,1
53033022603,2019.096154,0,2,3
53033022603,2019.115385,0,2,2
53033022603,2019.134615,0,1,1
53033022603,2019.153846,0,1,1
53033022603,2019.153846,1,1,2
53033022603,2019.192308,1,0,1
53033022603,2019.230769,1,0,2
53033022801,2018.865385,1,0,1
53033022801,2018.903846,1,1,1
53033022801,2018.923077,0,2,2
53033022801,2018.942308,1,0,1
53033022801,2018.980769,1,0,1
53033022801,2019,1,0,1
53033022801,2019.038462,0,0,1
53033022801,2019.096154,0,1,1
53033022801,2019.096154,1,0,1
53033022801,2019.115385,0,0,1
53033022801,2019.153846,0,2,2
53033022801,2019.173077,0,0,1
53033022801,2019.211538,0,0,1
53033022801,2019.230769,0,0,1
53033022801,2019.288462,1,0,3
53033022801,2019.307692,1,0,1
53033023202,2019.134615,1,0,1
53033023202,2019.192308,0,1,1
53033023202,2019.192308,1,0,1
53033023202,2019.211538,0,0,1
53033023202,2019.269231,1,0,1
53033023202,2019.307692,0,0,1
53033023202,2019.307692,1,0,1
53033023603,2018.884615,0,0,1
53033023603,2018.923077,0,0,1
53033023603,2019.038462,0,0,1
53033023603,2019.057692,1,1,1
53033023603,2019.076923,1,2,2
53033023603,2019.096154,1,1,1
53033023603,2019.134615,0,2,2
53033023603,2019.192308,1,0,3
53033023603,2019.230769,1,0,1
53033023603,2019.25,1,0,1
53033023603,2019.346154,0,0,1
53033025400,2018.865385,0,0,1
53033025400,2018.865385,1,0,1
53033025400,2018.884615,0,0,1
53033025400,2018.903846,1,0,1
53033025400,2019.019231,0,0,1
53033025400,2019.076923,1,0,2
53033025400,2019.096154,0,1,1
53033025400,2019.115385,0,1,1
53033025400,2019.134615,1,0,1
53033025400,2019.173077,1,0,1
53033025400,2019.192308,0,0,1
53033025400,2019.230769,0,0,1
53033025400,2019.230769,1,0,1
53033025400,2019.25,0,0,1
53033025400,2019.326923,0,0,1
53033025400,2019.365385,0,0,1
53033025805,2018.980769,1,0,1
53033025805,2019.019231,1,0,1
53033025805,2019.038462,1,0,1
53033025805,2019.057692,0,1,1
53033025805,2019.076923,0,0,1
53033025805,2019.076923,1,0,2
53033025805,2019.096154,0,0,1
53033025805,2019.096154,1,0,1
53033025805,2019.115385,1,1,1
53033025805,2019.153846,0,0,1
53033025805,2019.153846,1,0,2
53033025805,2019.173077,1,0,2
53033025805,2019.211538,0,0,1
53033025805,2019.230769,0,0,1
53033025805,2019.326923,1,0,2
53033025805,2019.365385,1,0,1
53033025805,2019.384615,1,0,1
53033028500,2018.942308,1,0,2
53033028500,2018.961538,0,0,2
53033028500,2019,1,0,1
53033028500,2019.019231,0,0,1
53033028500,2019.019231,1,0,2
53033028500,2019.057692,0,2,2
53033028500,2019.096154,0,2,2
53033028500,2019.115385,0,2,2
53033028500,2019.153846,0,0,1
53033028500,2019.192308,0,0,1
53033028500,2019.192308,1,0,2
53033028500,2019.211538,1,0,1
53033028500,2019.230769,0,0,1
53033028500,2019.288462,0,0,1
53033028500,2019.326923,1,0,1
53033028500,2019.346154,0,0,1
53033028500,2019.346154,1,0,1
53033028500,2019.365385,0,0,1
53033029204,2018.846154,0,0,1
53033029204,2018.961538,0,0,1
53033029204,2018.980769,1,0,2
53033029204,2019.019231,1,0,2
53033029204,2019.038462,1,0,2
53033029204,2019.057692,0,0,2
53033029204,2019.076923,1,0,1
53033029204,2019.096154,0,1,1
53033029204,2019.134615,0,1,3
53033029204,2019.153846,0,0,1
53033029204,2019.173077,1,0,1
53033029204,2019.192308,1,1,1
53033029204,2019.25,1,0,1
53033029204,2019.269231,1,0,1
53033029204,2019.288462,1,0,1
53033029204,2019.307692,0,0,1
53033029204,2019.307692,1,0,2
53033029204,2019.326923,0,0,1
53033029204,2019.326923,1,0,1
53033029305,2018.846154,1,0,1
53033029305,2018.903846,0,0,1
53033029305,2018.903846,1,0,1
53033029305,2018.923077,1,0,1
53033029305,2018.961538,0,0,1
53033029305,2019,0,0,1
53033029305,2019.057692,0,0,1
53033029305,2019.076923,0,2,2
53033029305,2019.076923,1,1,1
53033029305,2019.096154,0,1,1
53033029305,2019.096154,1,0,1
53033029305,2019.115385,0,2,2
53033029305,2019.134615,1,0,1
53033029305,2019.153846,1,0,1
53033029305,2019.173077,0,1,2
53033029305,2019.230769,1,0,2
53033029305,2019.25,1,0,2
53033029305,2019.269231,0,0,1
53033029305,2019.269231,1,0,4
53033029305,2019.326923,1,0,1
53033029305,2019.346154,1,0,1
53033029305,2019.365385,0,0,1
53033029305,2019.384615,1,0,1
53033030004,2018.903846,0,0,2
53033030004,2018.903846,1,0,1
53033030004,2019,0,0,1
53033030004,2019.019231,1,0,1
53033030004,2019.096154,0,1,1
53033030004,2019.115385,0,1,2
53033030004,2019.134615,0,1,3
53033030004,2019.173077,1,0,1
53033030004,2019.269231,1,0,1
53033030004,2019.307692,1,0,1
53033030004,2019.326923,0,0,1
53033030004,2019.384615,1,0,1
53033030005,2018.903846,0,0,1
53033030005,2018.923077,1,0,1
53033030005,2018.942308,1,0,2
53033030005,2018.980769,0,0,1
53033030005,2018.980769,1,0,1
53033030005,2019.038462,0,1,1
53033030005,2019.057692,0,1,1
53033030005,2019.057692,1,0,1
53033030005,2019.076923,0,1,1
53033030005,2019.115385,0,1,2
53033030005,2019.134615,0,1,1
53033030005,2019.153846,0,1,1
53033030005,2019.153846,1,0,1
53033030005,2019.25,0,0,1
53033030005,2019.288462,1,0,1
53033030005,2019.346154,0,0,1
53033030310,2018.846154,0,0,1
53033030310,2018.846154,1,0,3
53033030310,2018.865385,0,0,1
53033030310,2018.884615,0,0,1
53033030310,2018.884615,1,0,1
