Census_Tract,vax_status,year,incidence_median,incidence_lower95,incidence_upper95,incidence_sd
53033000200,0,2018.846154,0.003131248,1.46E-06,0.87100483,0.21103094
53033000200,1,2018.846154,0.000472648,2.20E-07,0.504407942,0.132442009
53033000200,0,2018.865385,0.005510979,1.03E-05,0.749416152,0.181486899
53033000200,1,2018.865385,0.000833547,1.55E-06,0.310760971,0.099374656
53033000200,0,2018.884615,0.011964841,7.69E-05,0.656381805,0.16404751
53033000200,1,2018.884615,0.001819732,1.16E-05,0.22362868,0.077231906
53033000200,0,2018.903846,0.030141262,0.000576984,0.626175083,0.161010542
53033000200,1,2018.903846,0.004656822,8.67E-05,0.201692886,0.065910898
53033000200,0,2018.923077,0.08296526,0.004136077,0.66359802,0.175086907
53033000200,1,2018.923077,0.013436908,0.000623477,0.229362338,0.067002801
53033000200,0,2018.942308,0.217199573,0.025879401,0.743586096,0.196532172
53033000200,1,2018.942308,0.040095852,0.003973606,0.304429187,0.081381111
53033000200,0,2018.961538,0.477452518,0.137586329,0.839635887,0.190931361
53033000200,1,2018.961538,0.120919935,0.023390028,0.441475471,0.110228252
53033000200,0,2018.980769,0.705703556,0.389528615,0.900152416,0.134289703
53033000200,1,2018.980769,0.265241978,0.087421773,0.576431847,0.128414662
53033000200,0,2019,0.826243184,0.607043455,0.936070598,0.085648196
53033000200,1,2019,0.41720478,0.188429005,0.688278136,0.13075222
53033000200,0,2019.019231,0.867397603,0.696584222,0.949093856,0.065648899
53033000200,1,2019.019231,0.496161196,0.256726988,0.737431935,0.125363488
53033000200,0,2019.038462,0.815302779,0.58264413,0.933167948,0.091310739
53033000200,1,2019.038462,0.399234727,0.173644675,0.677664758,0.13196004
53033000200,0,2019.057692,0.570366233,0.235722053,0.851121074,0.163976596
53033000200,1,2019.057692,0.166568343,0.04436399,0.462597205,0.109765157
53033000200,0,2019.076923,0.211520362,0.038034439,0.64554388,0.162575547
53033000200,1,2019.076923,0.038817815,0.00591461,0.215247644,0.056887001
53033000200,0,2019.096154,0.066152198,0.00635287,0.439918978,0.114917601
53033000200,1,2019.096154,0.010551771,0.000961169,0.105782469,0.031736327
53033000200,0,2019.115385,0.041193325,0.002340399,0.440573287,0.11630959
53033000200,1,2019.115385,0.00642628,0.000352902,0.106029383,0.03473332
53033000200,0,2019.134615,0.044304528,0.001609622,0.571623929,0.148854688
53033000200,1,2019.134615,0.006930618,0.000242591,0.16731557,0.053650878
53033000200,0,2019.153846,0.063519532,0.001625144,0.73887397,0.195647938
53033000200,1,2019.153846,0.010107882,0.000244976,0.298741212,0.086072505
53033000200,0,2019.173077,0.086064637,0.001676112,0.840978262,0.232690555
53033000200,1,2019.173077,0.013978463,0.000252684,0.443256893,0.118026345
53033000200,0,2019.192308,0.098350811,0.001551249,0.884636503,0.252649085
53033000200,1,2019.192308,0.016155873,0.000233837,0.535838987,0.138342812
53033000200,0,2019.211538,0.095393342,0.001247888,0.899116307,0.259406883
53033000200,1,2019.211538,0.015627217,0.000188061,0.572961844,0.146449752
53033000200,0,2019.230769,0.080388259,0.000862138,0.898666501,0.257218492
53033000200,1,2019.230769,0.012988945,0.000129885,0.571749913,0.14575477
53033000200,0,2019.25,0.062444114,0.000507288,0.897470011,0.25353966
53033000200,1,2019.25,0.009927169,7.64E-05,0.568553925,0.144520601
53033000200,0,2019.269231,0.044465088,0.000231559,0.90351914,0.252187049
53033000200,1,2019.269231,0.00695672,3.49E-05,0.585049985,0.14722307
53033000200,0,2019.288462,0.031073718,8.67E-05,0.922347874,0.257392903
53033000200,1,2019.288462,0.004804791,1.31E-05,0.641376232,0.157644243
53033000200,0,2019.307692,0.021147259,2.57E-05,0.947913981,0.268411844
53033000200,1,2019.307692,0.003241831,3.87E-06,0.732648658,0.175107169
53033000200,0,2019.326923,0.014059115,5.82E-06,0.972239004,0.284596681
53033000200,1,2019.326923,0.002142099,8.76E-07,0.840608602,0.19908566
53033000200,0,2019.346154,0.009081104,1.01E-06,0.988193119,0.303127942
53033000200,1,2019.346154,0.001377735,1.51E-07,0.926493606,0.226380204
53033000200,0,2019.365385,0.005796862,1.34E-07,0.996096278,0.322919757
53033000200,1,2019.365385,0.000877002,2.01E-08,0.974637182,0.255395339
53033000200,0,2019.384615,0.003684828,1.38E-08,0.998996975,0.342479757
53033000200,1,2019.384615,0.000556471,2.07E-09,0.993377347,0.284030754
53033000900,0,2018.846154,0.021182042,8.73E-05,0.843020365,0.218586789
53033000900,1,2018.846154,0.00324726,1.31E-05,0.447311402,0.120631555
53033000900,0,2018.865385,0.056955371,0.000878236,0.806017075,0.216019367
53033000900,1,2018.865385,0.009010219,0.000132154,0.385096283,0.106109627
53033000900,0,2018.884615,0.17339801,0.007044504,0.861286775,0.245499515
53033000900,1,2018.884615,0.03061325,0.001065627,0.483434182,0.126941828
53033000900,0,2018.903846,0.456750758,0.036444088,0.949259147,0.278227666
53033000900,1,2018.903846,0.112352894,0.005656333,0.738156383,0.198452267
53033000900,0,2018.923077,0.762191562,0.131430149,0.985496883,0.24737272
53033000900,1,2018.923077,0.325465428,0.022258913,0.911000621,0.264708663
53033000900,0,2018.942308,0.904994414,0.32132996,0.994813942,0.179838015
53033000900,1,2018.942308,0.589159999,0.066518041,0.96653979,0.270913692
53033000900,0,2018.961538,0.959986251,0.580562856,0.997603126,0.111137009
53033000900,1,2018.961538,0.783163259,0.17244409,0.984290871,0.229678849
53033000900,0,2018.980769,0.977259776,0.753794202,0.998346325,0.068737616
53033000900,1,2018.980769,0.866124537,0.315552955,0.989114083,0.181442504
53033000900,0,2019,0.980702208,0.818284234,0.998260715,0.051576728
53033000900,1,2019,0.884400555,0.404132017,0.988553801,0.155477399
53033000900,0,2019.019231,0.975430846,0.814848242,0.99721753,0.051146715
53033000900,1,2019.019231,0.856668242,0.398598458,0.981796436,0.155464696
53033000900,0,2019.038462,0.941925049,0.67461144,0.992185293,0.08489232
53033000900,1,2019.038462,0.70944579,0.237861712,0.950285372,0.194940243
53033000900,0,2019.057692,0.780828376,0.312781197,0.965403255,0.176099624
53033000900,1,2019.057692,0.34909941,0.064081538,0.807835824,0.205315655
53033000900,0,2019.076923,0.37912508,0.061207136,0.851257312,0.22194721
53033000900,1,2019.076923,0.084187879,0.009707191,0.463143478,0.119987904
53033000900,0,2019.096154,0.128202455,0.010533978,0.670286025,0.177148632
53033000900,1,2019.096154,0.021658837,0.00159784,0.234589873,0.065795287
53033000900,0,2019.115385,0.067796485,0.003103033,0.629753873,0.165113401
53033000900,1,2019.115385,0.010830066,0.00046773,0.204085673,0.061341876
53033000900,0,2019.134615,0.053146711,0.001350997,0.699840425,0.18319685
53033000900,1,2019.134615,0.00837921,0.000203374,0.260039872,0.077523361
53033000900,0,2019.153846,0.053363299,0.000744586,0.810258662,0.216827156
53033000900,1,2019.153846,0.008414982,0.000112056,0.391539432,0.107665215
53033000900,0,2019.173077,0.053130264,0.000378495,0.892798184,0.249275744
53033000900,1,2019.173077,0.008376495,5.70E-05,0.556495299,0.141742882
53033000900,0,2019.192308,0.047923013,0.000162182,0.939930588,0.274187748
